session_id	query_text	serp_pos	url	is_click	total_view_time
258798	1469	2	658443	False	-1
258798	1469	3	490938	False	-1
258798	1469	4	840072	False	-1
258798	1469	5	180769	False	-1
258798	1469	6	516433	False	-1
258798	1469	7	288045	False	-1
258798	1469	8	715787	False	-1
258798	1469	9	840066	False	-1
237028	1469	0	241084	True	1748
237028	1469	1	477004	True	6
237028	1469	2	658443	False	-1
237028	1469	3	490938	True	-1
237028	1469	4	840072	False	-1
237028	1469	5	180769	False	-1
237028	1469	6	516433	False	-1
237028	1469	7	288045	False	-1
237028	1469	8	715787	True	-1
237028	1469	9	840066	False	-1
368408	1469	0	241084	True	164
368408	1469	1	477004	False	-1
368408	1469	2	658443	False	-1
368408	1469	3	490938	False	-1
368408	1469	4	840072	False	-1
368408	1469	5	180769	False	-1
368408	1469	6	516433	False	-1
368408	1469	7	288045	False	-1
368408	1469	8	715787	False	-1
368408	1469	9	840066	False	-1
435042	1469	0	241084	True	334
435042	1469	1	477004	False	-1
435042	1469	2	658443	False	-1
435042	1469	3	490938	False	-1
435042	1469	4	840072	False	-1
435042	1469	5	180769	False	-1
435042	1469	6	516433	True	-1
435042	1469	7	288045	False	-1
435042	1469	8	715787	False	-1
435042	1469	9	840063	False	-1
504556	1469	0	241084	True	536
504556	1469	1	477004	True	150
504556	1469	2	658443	False	-1
504556	1469	3	490938	False	-1
504556	1469	4	840072	False	-1
504556	1469	5	180769	False	-1
504556	1469	6	516433	False	-1
504556	1469	7	288045	False	-1
504556	1469	8	715787	False	-1
504556	1469	9	840066	False	-1
500097	1469	0	241084	False	-1
500097	1469	1	477004	False	-1
500097	1469	2	658443	False	-1
500097	1469	3	490938	True	-1
500097	1469	4	840072	False	-1
500097	1469	5	180769	False	-1
500097	1469	6	516433	False	-1
500097	1469	7	288045	False	-1
500097	1469	8	715787	False	-1
500097	1469	9	840066	False	-1
374766	1469	0	241084	True	500
374766	1469	1	477004	False	-1
374766	1469	2	658443	False	-1
374766	1469	3	490938	False	-1
374766	1469	4	840072	False	-1
374766	1469	5	180769	False	-1
374766	1469	6	516433	False	-1
374766	1469	7	288045	False	-1
374766	1469	8	715787	False	-1
374766	1469	9	840063	False	-1
398237	1469	0	241084	True	72
398237	1469	1	477004	False	-1
398237	1469	2	658443	False	-1
398237	1469	3	490938	False	-1
398237	1469	4	180769	False	-1
398237	1469	5	516433	False	-1
398237	1469	6	715787	False	-1
398237	1469	7	658444	False	-1
398237	1469	8	11202	False	-1
398237	1469	9	736432	False	-1
10280	1469	0	241084	True	200
10280	1469	1	477004	False	-1
10280	1469	2	658443	False	-1
10280	1469	3	490938	False	-1
10280	1469	4	840072	False	-1
10280	1469	5	180769	False	-1
10280	1469	6	516433	False	-1
10280	1469	7	288045	False	-1
10280	1469	8	715787	False	-1
10280	1469	9	840063	False	-1
57775	1469	0	241084	False	-1
57775	1469	1	477004	False	-1
57775	1469	2	658443	False	-1
57775	1469	3	490938	False	-1
57775	1469	4	840072	False	-1
57775	1469	5	180769	True	-1
57775	1469	6	516433	False	-1
57775	1469	7	288045	False	-1
57775	1469	8	715787	False	-1
57775	1469	9	840066	False	-1
270583	1469	0	241084	True	1360
270583	1469	1	477004	False	-1
270583	1469	2	658443	False	-1
270583	1469	3	490938	False	-1
270583	1469	4	840072	False	-1
270583	1469	5	180769	False	-1
270583	1469	6	516433	False	-1
270583	1469	7	288045	False	-1
270583	1469	8	715787	False	-1
270583	1469	9	840063	False	-1
468623	1469	0	241084	True	400
468623	1469	1	477004	False	-1
468623	1469	2	658443	False	-1
468623	1469	3	490938	False	-1
468623	1469	4	180769	False	-1
468623	1469	5	1014523	False	-1
468623	1469	6	516433	False	-1
468623	1469	7	415176	False	-1
468623	1469	8	288045	False	-1
468623	1469	9	715787	False	-1
316655	1469	0	194056	True	350
316655	1469	1	510816	True	906
316655	1469	2	619076	False	-1
316655	1469	3	480333	False	-1
316655	1469	4	280218	False	-1
316655	1469	5	25659	False	-1
316655	1469	6	288045	False	-1
316655	1469	7	164810	False	-1
316655	1469	8	800282	False	-1
316655	1469	9	273353	False	-1
249580	1469	0	241084	False	-1
249580	1469	1	477004	True	1854
249580	1469	2	658443	False	-1
249580	1469	3	490938	False	-1
249580	1469	4	840072	False	-1
249580	1469	5	180769	False	-1
249580	1469	6	516433	False	-1
249580	1469	7	288045	False	-1
249580	1469	8	715787	False	-1
249580	1469	9	840066	False	-1
436905	1469	0	194056	False	-1
436905	1469	1	619076	True	3288
436905	1469	2	736432	False	-1
436905	1469	3	164810	False	-1
436905	1469	4	273353	False	-1
436905	1469	5	288045	False	-1
436905	1469	6	800282	False	-1
436905	1469	7	288040	False	-1
436905	1469	8	11202	False	-1
436905	1469	9	131507	False	-1
463011	1469	0	241084	False	-1
463011	1469	1	477004	True	212
463011	1469	2	658443	False	-1
463011	1469	3	490938	False	-1
463011	1469	4	180769	False	-1
463011	1469	5	516433	False	-1
463011	1469	6	1014523	False	-1
463011	1469	7	288045	False	-1
463011	1469	8	715787	False	-1
463011	1469	9	840066	False	-1
240339	1469	0	241084	True	11906
240339	1469	1	477004	False	-1
240339	1469	2	658443	False	-1
240339	1469	3	490938	False	-1
240339	1469	4	840072	False	-1
240339	1469	5	180769	False	-1
240339	1469	6	516433	False	-1
240339	1469	7	288045	False	-1
240339	1469	8	715787	False	-1
240339	1469	9	840066	False	-1
241167	1469	0	241084	True	1042
241167	1469	1	477004	False	-1
241167	1469	2	658443	False	-1
241167	1469	3	490938	False	-1
241167	1469	4	840072	False	-1
241167	1469	5	180769	False	-1
241167	1469	6	516433	False	-1
241167	1469	7	288045	False	-1
241167	1469	8	715787	False	-1
241167	1469	9	840063	False	-1
135540	1469	0	241084	True	430
135540	1469	1	477004	False	-1
135540	1469	2	658443	False	-1
135540	1469	3	490938	False	-1
135540	1469	4	840072	False	-1
135540	1469	5	180769	False	-1
135540	1469	6	516433	False	-1
135540	1469	7	288045	False	-1
135540	1469	8	715787	False	-1
135540	1469	9	840063	False	-1
103165	1469	0	241084	True	188
103165	1469	1	477004	True	184
